article_title,country,revision_id,article_quality,population,region
Tedjo Edhy Purdijatno,Indonesia,1230185200.0,Start,278.7,SOUTHEAST ASIA
Rachel Maryam,Indonesia,1249335636.0,GA,278.7,SOUTHEAST ASIA
Zuiyen Rais,Indonesia,1122138994.0,Stub,278.7,SOUTHEAST ASIA
Rosan Roeslani,Indonesia,1250627043.0,C,278.7,SOUTHEAST ASIA
Maya Rumantir,Indonesia,1244189029.0,C,278.7,SOUTHEAST ASIA
Ryamizard Ryacudu,Indonesia,1244189678.0,Stub,278.7,SOUTHEAST ASIA
Yudas Sabaggalet,Indonesia,1230185959.0,C,278.7,SOUTHEAST ASIA
Saleh Manaf,Indonesia,1242621031.0,C,278.7,SOUTHEAST ASIA
Bambang Santoso,Indonesia,1232733877.0,Start,278.7,SOUTHEAST ASIA
Sudi Silalahi,Indonesia,1250967240.0,Start,278.7,SOUTHEAST ASIA
W. T. P. Simarmata,Indonesia,1244188591.0,Stub,278.7,SOUTHEAST ASIA
Mahadi Sinambela,Indonesia,1161081271.0,Stub,278.7,SOUTHEAST ASIA
Soegiono,Indonesia,1177095868.0,Stub,278.7,SOUTHEAST ASIA
Soemarno Sosroatmodjo,Indonesia,1193347271.0,Stub,278.7,SOUTHEAST ASIA
I Gusti Gde Subamia,Indonesia,1243060743.0,C,278.7,SOUTHEAST ASIA
Juwono Sudarsono,Indonesia,1244189690.0,Start,278.7,SOUTHEAST ASIA
Sarifuddin Sudding,Indonesia,1249487755.0,Stub,278.7,SOUTHEAST ASIA
Sukarni,Indonesia,1170942335.0,GA,278.7,SOUTHEAST ASIA
Sukmawati Sukarnoputri,Indonesia,1250900439.0,C,278.7,SOUTHEAST ASIA
Sukiman (regent),Indonesia,1226765087.0,Stub,278.7,SOUTHEAST ASIA
Ibnu Sutowo,Indonesia,1233388786.0,GA,278.7,SOUTHEAST ASIA
Charles Tambu,Indonesia,1229301303.0,Start,278.7,SOUTHEAST ASIA
Angela Tanoesoedibjo,Indonesia,1249398654.0,GA,278.7,SOUTHEAST ASIA
Jan Engelbert Tatengkeng,Indonesia,1229394574.0,Start,278.7,SOUTHEAST ASIA
Tengku Mansur,Indonesia,1240483620.0,C,278.7,SOUTHEAST ASIA
Frans Tutuhatunewa,Indonesia,1242513025.0,Stub,278.7,SOUTHEAST ASIA
A. Wahab,Indonesia,1213828687.0,Stub,278.7,SOUTHEAST ASIA
Abdul Wahid (politician),Indonesia,1228648982.0,C,278.7,SOUTHEAST ASIA
Putri Kus Wisnu Wardani,Indonesia,1244918775.0,Start,278.7,SOUTHEAST ASIA
John Wattilete,Indonesia,1232251257.0,Start,278.7,SOUTHEAST ASIA
Yansen Tipa Padan,Indonesia,1186832772.0,Stub,278.7,SOUTHEAST ASIA
Z. A. Ahmad,Indonesia,1228068255.0,Stub,278.7,SOUTHEAST ASIA
Abbas Ali Akhtari,Iran,1228962136.0,C,89.2,SOUTH ASIA
Alireza Abbasi (politician),Iran,1227274084.0,Start,89.2,SOUTH ASIA
Ali Agha-Mohammadi,Iran,1112736369.0,Stub,89.2,SOUTH ASIA
Aghapour Alishahi,Iran,1238541366.0,Start,89.2,SOUTH ASIA
Shahrbanou Amani,Iran,1244275789.0,Stub,89.2,SOUTH ASIA
Mohammad Ali Asfanani,Iran,1101619032.0,Stub,89.2,SOUTH ASIA
Mahdi Asgari,Iran,1239784337.0,Start,89.2,SOUTH ASIA
Ebrahim Bahmani,Iran,1244442530.0,Start,89.2,SOUTH ASIA
Mojtaba Bakhshipour,Iran,1218315840.0,C,89.2,SOUTH ASIA
Mousa Chegini,Iran,1064387673.0,Stub,89.2,SOUTH ASIA
Mahmudali Chehregani,Iran,1236346239.0,C,89.2,SOUTH ASIA
Habibollah Dahmardeh,Iran,1227612495.0,Stub,89.2,SOUTH ASIA
Mohammad Damadi,Iran,1171987694.0,Stub,89.2,SOUTH ASIA
Nasr al-Din (Yunnan),Iran,1250262217.0,C,89.2,SOUTH ASIA
Esfandiar Ekhtiyari,Iran,1226146427.0,GA,89.2,SOUTH ASIA
Naeimeh Eshraghi,Iran,1146728728.0,Start,89.2,SOUTH ASIA
Roozbeh Farahanipour,Iran,1247711258.0,C,89.2,SOUTH ASIA
Farshad Ebrahimpour Nourabadi,Iran,1242193732.0,Start,89.2,SOUTH ASIA
Sohrab Gilani,Iran,1228960968.0,Start,89.2,SOUTH ASIA
Ali Golmoradi,Iran,1245508009.0,Stub,89.2,SOUTH ASIA
Fereidon Hasanvand,Iran,1158423087.0,Stub,89.2,SOUTH ASIA
Seyed Zia Hashemi,Iran,1247034190.0,Stub,89.2,SOUTH ASIA
Hassan Shariati Niyasar,Iran,1228962191.0,Start,89.2,SOUTH ASIA
Heshmatollah Falahatpishe,Iran,1238872164.0,Start,89.2,SOUTH ASIA
Holaku Rambod,Iran,1189207647.0,Start,89.2,SOUTH ASIA
Amir Hossein Jahanshahi,Iran,1246624147.0,C,89.2,SOUTH ASIA
Jalal ed-Din Amir Chakhmaq Shami,Iran,1250754362.0,Stub,89.2,SOUTH ASIA
Yadollah Javani,Iran,1200779504.0,Start,89.2,SOUTH ASIA
Hamid Kahram,Iran,1242136780.0,Stub,89.2,SOUTH ASIA
Mohammad Reza Kalaei,Iran,1177464158.0,C,89.2,SOUTH ASIA
Alireza Kazemi,Iran,1244126349.0,Stub,89.2,SOUTH ASIA
Hedayatollah Khademi,Iran,1215901996.0,Start,89.2,SOUTH ASIA
Mohammad Khamenei,Iran,1238504252.0,C,89.2,SOUTH ASIA
Kazem Khavazi,Iran,1242362206.0,Stub,89.2,SOUTH ASIA
Ensieh Khazali,Iran,1239744485.0,Stub,89.2,SOUTH ASIA
Mehrdad Khonsari,Iran,1178544186.0,C,89.2,SOUTH ASIA
Mohammad-Hossein Khoshvaght,Iran,1233276732.0,Stub,89.2,SOUTH ASIA
Meysam Latifi,Iran,1250754433.0,Stub,89.2,SOUTH ASIA
Hadi Manafi,Iran,1224472112.0,Stub,89.2,SOUTH ASIA
Ebrahim Matinian,Iran,1228961023.0,Start,89.2,SOUTH ASIA
Seyed Mostafa Mir-Shafiei,Iran,1169176621.0,Stub,89.2,SOUTH ASIA
Ahmad Ali Moghimi,Iran,1215077290.0,Stub,89.2,SOUTH ASIA
Mohammad Ashouri Taziani,Iran,1175865575.0,Stub,89.2,SOUTH ASIA
Mohammad Faghie,Iran,1228547380.0,Stub,89.2,SOUTH ASIA
Mohammad Hadi Nejad Hosseinian,Iran,1245674858.0,Stub,89.2,SOUTH ASIA
Mohammad Kabiri,Iran,1241927237.0,Stub,89.2,SOUTH ASIA
Mohammad Reza Mokhber Dezfouli,Iran,1177725642.0,Stub,89.2,SOUTH ASIA
Mohammad Saleh Meftah,Iran,1250753983.0,C,89.2,SOUTH ASIA
Mohammad Shahcheraghi,Iran,1228962213.0,C,89.2,SOUTH ASIA
Mohammad-Hadi Abdekhodaei,Iran,1225314849.0,Start,89.2,SOUTH ASIA
Mohammad Mojabi,Iran,1128281165.0,Stub,89.2,SOUTH ASIA
Mohammad Mokhber,Iran,1248412421.0,GA,89.2,SOUTH ASIA
Mostafa Mesbahzadeh,Iran,1232632604.0,C,89.2,SOUTH ASIA
Rasoul Movahedian,Iran,1140683216.0,Stub,89.2,SOUTH ASIA
Majid Naseri Nejad,Iran,1228961030.0,Start,89.2,SOUTH ASIA
Ali Mohammad Noorian,Iran,1158807810.0,Stub,89.2,SOUTH ASIA
Ali Noorzad (politician),Iran,1203575507.0,Stub,89.2,SOUTH ASIA
Ghodratollah Norouzi,Iran,1189153523.0,Stub,89.2,SOUTH ASIA
Reza Nouri,Iran,1247253858.0,C,89.2,SOUTH ASIA
Qasem Saedi,Iran,1228961037.0,Start,89.2,SOUTH ASIA
Safdar Rahmat Abadi,Iran,1220293743.0,Start,89.2,SOUTH ASIA
Valiollah Rostaminejad,Iran,905601335.0,Stub,89.2,SOUTH ASIA
Shahabeddin Tabatabaei,Iran,1226059368.0,GA,89.2,SOUTH ASIA
Hassan Shojaei Aliabadi,Iran,1234712624.0,Stub,89.2,SOUTH ASIA
Soleiman Khan Meykadeh,Iran,1225810430.0,Stub,89.2,SOUTH ASIA
Husayn Thabit,Iran,1237255469.0,Start,89.2,SOUTH ASIA
Ahmad Toyserkani Ravari,Iran,1247958597.0,Start,89.2,SOUTH ASIA
Ali Asghar Yousefnejad,Iran,1175865465.0,Stub,89.2,SOUTH ASIA
Moussa Zargar,Iran,1177255264.0,Stub,89.2,SOUTH ASIA
Abd al-Aziz al-Badri,Iraq,1244698603.0,Start,45.5,WESTERN ASIA
Abd al-Ilah,Iraq,1250573208.0,C,45.5,WESTERN ASIA
Abd-Allah ibn Aamir Hadhrami,Iraq,1171600163.0,Stub,45.5,WESTERN ASIA
Ahmed Abdul-Ghafur,Iraq,1210659335.0,Stub,45.5,WESTERN ASIA
Abdulsalam Abdullah,Iraq,1190495892.0,Stub,45.5,WESTERN ASIA
Mazin Abu Kalal,Iraq,1097880283.0,Stub,45.5,WESTERN ASIA
Ahmed Taha Abu Ragheef,Iraq,1243688277.0,Start,45.5,WESTERN ASIA
Akeel Al Saffar,Iraq,1220967403.0,Stub,45.5,WESTERN ASIA
Widad Akrawi,Iraq,1243875485.0,B,45.5,WESTERN ASIA
Mouin AlKazmi,Iraq,1249037852.0,Stub,45.5,WESTERN ASIA
Dia al-Asadi,Iraq,1221474604.0,Start,45.5,WESTERN ASIA
Adnan al-Assadi,Iraq,1168509455.0,Start,45.5,WESTERN ASIA
Atwan Al Atwani,Iraq,1249037890.0,Stub,45.5,WESTERN ASIA
Abu Bakr al-Baghdadi,Iraq,1249134858.0,FA,45.5,WESTERN ASIA
Mohammad Bahr al-Uloom,Iraq,1249029892.0,C,45.5,WESTERN ASIA
Luis Caro Bandar,Iraq,1033782785.0,Stub,45.5,WESTERN ASIA
Masrour Barzani,Iraq,1249701286.0,C,45.5,WESTERN ASIA
Kamil Chadirji,Iraq,1219540809.0,C,45.5,WESTERN ASIA
Daban Shadala,Iraq,1245547606.0,Start,45.5,WESTERN ASIA
Menahem Saleh Daniel,Iraq,1219867674.0,Start,45.5,WESTERN ASIA
Asaad Al Eidani,Iraq,1246633688.0,Start,45.5,WESTERN ASIA
Sassoon Eskell,Iraq,1249038351.0,GA,45.5,WESTERN ASIA
Qasim Al-Fahadawi,Iraq,1249029995.0,C,45.5,WESTERN ASIA
Fakhri al-Tabaqchali,Iraq,1216429499.0,Stub,45.5,WESTERN ASIA
Falih Al-Fayyadh,Iraq,1249037944.0,Start,45.5,WESTERN ASIA
Mohammed Al-Ghabban,Iraq,1249037951.0,C,45.5,WESTERN ASIA
Saadoun Ghaidan,Iraq,1151589987.0,Start,45.5,WESTERN ASIA
Mohammed Hadid,Iraq,1247827426.0,C,45.5,WESTERN ASIA
Rustam Haidar,Iraq,1248753664.0,GA,45.5,WESTERN ASIA
Mohamed Al-Halbousi,Iraq,1249030002.0,C,45.5,WESTERN ASIA
Ahmad Hardi,Iraq,1191190290.0,Start,45.5,WESTERN ASIA
Hasan Turan (Iraqi politician),Iraq,1224035403.0,Stub,45.5,WESTERN ASIA
'Abd al-Razzaq al-Hasani,Iraq,1238643436.0,Start,45.5,WESTERN ASIA
Khairuddin Haseeb,Iraq,1213513908.0,Stub,45.5,WESTERN ASIA
Mohammad Iqbal Omar,Iraq,1138228456.0,Start,45.5,WESTERN ASIA
Jaafar al-Sadr,Iraq,1240391256.0,C,45.5,WESTERN ASIA
Salim al-Jabouri,Iraq,1248173623.0,Start,45.5,WESTERN ASIA
Dhia Jafar,Iraq,1243074707.0,C,45.5,WESTERN ASIA
Iyad Jamal Al-Din,Iraq,1248657579.0,Start,45.5,WESTERN ASIA
Jamal Baban,Iraq,1177303809.0,Start,45.5,WESTERN ASIA
Jamil Abdul Wahab,Iraq,1100882600.0,Start,45.5,WESTERN ASIA
Amin Farhan Jejo,Iraq,1209072211.0,Stub,45.5,WESTERN ASIA
Ahmed Abdullah al-Jubouri,Iraq,1161592238.0,Start,45.5,WESTERN ASIA
Muhammed Ibrahim al-Juraissey,Iraq,931452659.0,Stub,45.5,WESTERN ASIA
Yousef al-Kalabi,Iraq,1249037984.0,Start,45.5,WESTERN ASIA
Duraid Kashmoula,Iraq,1240165310.0,Stub,45.5,WESTERN ASIA
Osama Youssef Kashmoula,Iraq,1235576309.0,Stub,45.5,WESTERN ASIA
Khairi Al-Hindawi,Iraq,1215785334.0,C,45.5,WESTERN ASIA
Hamid Rashid Maʽala,Iraq,1153831551.0,Stub,45.5,WESTERN ASIA
Abbas Mahdi,Iraq,1033783405.0,Stub,45.5,WESTERN ASIA
Mohammed Haji Mahmoud,Iraq,1249038259.0,Start,45.5,WESTERN ASIA
George Mansour,Iraq,1214256596.0,Stub,45.5,WESTERN ASIA
Fuad Masum,Iraq,1222274951.0,C,45.5,WESTERN ASIA
Muhammad Jamil Al-Mayahi,Iraq,1177351824.0,Stub,45.5,WESTERN ASIA
Muhammed Ali Mahmud,Iraq,1166288677.0,Start,45.5,WESTERN ASIA
Mawlud Mukhlis,Iraq,1215706535.0,Start,45.5,WESTERN ASIA
Tariq Najm,Iraq,1247028402.0,Start,45.5,WESTERN ASIA
Majid al-Nasrawi,Iraq,1219358100.0,Stub,45.5,WESTERN ASIA
Yahia Nasseri,Iraq,1207071815.0,Stub,45.5,WESTERN ASIA
Atheel al-Nujaifi,Iraq,1240203288.0,Stub,45.5,WESTERN ASIA
Saleh al-Ogaili,Iraq,1248161249.0,Stub,45.5,WESTERN ASIA
Ali al-Qaradaghi,Iraq,1242783852.0,Start,45.5,WESTERN ASIA
Gailan Ramiz,Iraq,1249038049.0,Start,45.5,WESTERN ASIA
Suhaib al-Rawi,Iraq,1249030007.0,Start,45.5,WESTERN ASIA
Rayan al-Kildani,Iraq,1250626131.0,GA,45.5,WESTERN ASIA
Ahmed Abu Risha,Iraq,1240338355.0,GA,45.5,WESTERN ASIA
Mowaffak al-Rubaie,Iraq,1239974488.0,Start,45.5,WESTERN ASIA
Ma'ruf al-Rusafi,Iraq,1241586052.0,GA,45.5,WESTERN ASIA
Ali Salih al-Sa'di,Iraq,1250777326.0,GA,45.5,WESTERN ASIA
Abir Al-Sahlani,Iraq,1242838276.0,C,45.5,WESTERN ASIA
Tahseen Said,Iraq,1243491065.0,Start,45.5,WESTERN ASIA
Numan al-Samarrai,Iraq,1249038733.0,Stub,45.5,WESTERN ASIA
Sargon Lazar Slewa,Iraq,1177357911.0,Stub,45.5,WESTERN ASIA
Musa al-Shabandar,Iraq,1230605202.0,Start,45.5,WESTERN ASIA
Ahmed Shibani,Iraq,1245504726.0,Stub,45.5,WESTERN ASIA
Hussein al-Tahan,Iraq,1147928697.0,Stub,45.5,WESTERN ASIA
Asaad Abu Gilel al-Taie,Iraq,1136401308.0,Stub,45.5,WESTERN ASIA
Ali Al Tamimi,Iraq,1249038115.0,Stub,45.5,WESTERN ASIA
Hani Abd Latif Tilfah,Iraq,1216673569.0,Stub,45.5,WESTERN ASIA
Toma Tomas,Iraq,1235935722.0,Start,45.5,WESTERN ASIA
Ahmed Uthman,Iraq,1213314881.0,C,45.5,WESTERN ASIA
Ahmad Muhammad Yahya,Iraq,1137404867.0,Start,45.5,WESTERN ASIA
Nabeel Yasin,Iraq,1187162446.0,Start,45.5,WESTERN ASIA
Aziz Al-Yasiri,Iraq,1243357393.0,Start,45.5,WESTERN ASIA
Tawfiq al-Yasiri,Iraq,1213227883.0,Stub,45.5,WESTERN ASIA
Luay al-Yassiry,Iraq,1197387317.0,Stub,45.5,WESTERN ASIA
Saleh Yousefi,Iraq,1220472335.0,Start,45.5,WESTERN ASIA
Awni Yusuf,Iraq,1242444633.0,Stub,45.5,WESTERN ASIA
Yusuf Salman Yusuf,Iraq,1250211819.0,C,45.5,WESTERN ASIA
Abdul Karim Zaidan,Iraq,1247382115.0,Start,45.5,WESTERN ASIA
Falah Hassan al-Zidan,Iraq,1187920845.0,Start,45.5,WESTERN ASIA
Faleh al-Ziyadi,Iraq,1140359769.0,Stub,45.5,WESTERN ASIA
Adnan al-Zurfi,Iraq,1249655896.0,Stub,45.5,WESTERN ASIA
Semion Moshiashvili,Israel,1219759537.0,Start,9.8,WESTERN ASIA
Shmuel Slavin,Israel,1208561573.0,C,9.8,WESTERN ASIA
Alessandro Pernati di Momo,Italy,1220263642.0,Stub,58.8,SOUTHERN EUROPE
Giuseppe Amadei,Italy,1177469902.0,Stub,58.8,SOUTHERN EUROPE
Umberto Ambrosoli,Italy,1144171012.0,Stub,58.8,SOUTHERN EUROPE
Andrea de' Pazzi,Italy,1184495020.0,Start,58.8,SOUTHERN EUROPE
Giovanni Antonelli (archivist),Italy,1249157164.0,Start,58.8,SOUTHERN EUROPE
Alfredo Arpaia,Italy,1174088484.0,Stub,58.8,SOUTHERN EUROPE
Giovanni Battista Balbis,Italy,1189728520.0,Stub,58.8,SOUTHERN EUROPE
Anton Giulio Barrili,Italy,1220684146.0,Stub,58.8,SOUTHERN EUROPE
Alfonso Bartoli,Italy,1189244524.0,C,58.8,SOUTHERN EUROPE
Giordano Bianchi Dottula,Italy,1227562744.0,Start,58.8,SOUTHERN EUROPE
Teodorico Bonacci,Italy,1206348950.0,GA,58.8,SOUTHERN EUROPE
Luigi Bossi Visconti,Italy,1226018161.0,Stub,58.8,SOUTHERN EUROPE
Giovanni Bovara,Italy,1002536039.0,Start,58.8,SOUTHERN EUROPE
Darko Bratina,Italy,1222522027.0,Start,58.8,SOUTHERN EUROPE
Antonella Bundu,Italy,1156838079.0,Start,58.8,SOUTHERN EUROPE
Niccolò di Buonaccorso,Italy,1214104286.0,Start,58.8,SOUTHERN EUROPE
Marino Busdachin,Italy,1162770792.0,Start,58.8,SOUTHERN EUROPE
Michele Caccavale,Italy,1174206322.0,Stub,58.8,SOUTHERN EUROPE
Davide Caparini,Italy,1242294537.0,C,58.8,SOUTHERN EUROPE
Viola Carofalo,Italy,1190198071.0,Start,58.8,SOUTHERN EUROPE
Francesco Carrara (jurist),Italy,1215559544.0,Start,58.8,SOUTHERN EUROPE
Enrico Cialdini,Italy,1223624365.0,Start,58.8,SOUTHERN EUROPE
Michele Angelo Cianciulli,Italy,1185179221.0,Stub,58.8,SOUTHERN EUROPE
"Luigi, Count Cibrario",Italy,1245300122.0,C,58.8,SOUTHERN EUROPE
Stefano Colonna,Italy,1174210321.0,Stub,58.8,SOUTHERN EUROPE
Piero Ginori Conti,Italy,1250783744.0,C,58.8,SOUTHERN EUROPE
Alessandro Contini-Bonacossi,Italy,1222515774.0,Start,58.8,SOUTHERN EUROPE
Cesare Correnti,Italy,1045556051.0,Start,58.8,SOUTHERN EUROPE
Luca Coscioni,Italy,1248845393.0,B,58.8,SOUTHERN EUROPE
Teodoro Cottrau,Italy,1221097725.0,Stub,58.8,SOUTHERN EUROPE
Nicolò Crasso,Italy,1187990367.0,C,58.8,SOUTHERN EUROPE
Giovanni Cuomo,Italy,1235107797.0,Start,58.8,SOUTHERN EUROPE
Lucio D'Ubaldo,Italy,1215312553.0,Stub,58.8,SOUTHERN EUROPE
Francesca Romana D'Antuono,Italy,1238093134.0,C,58.8,SOUTHERN EUROPE
Marta Dassù,Italy,1212889106.0,Start,58.8,SOUTHERN EUROPE
Philippe Daverio,Italy,1168519834.0,C,58.8,SOUTHERN EUROPE
Antonio De Berti,Italy,1235074825.0,C,58.8,SOUTHERN EUROPE
Simon Doria,Italy,1216799594.0,Start,58.8,SOUTHERN EUROPE
Carlo Dossi,Italy,1242395503.0,C,58.8,SOUTHERN EUROPE
Vincenzo Duplancich,Italy,1226765389.0,C,58.8,SOUTHERN EUROPE
Emidio Agostinoni,Italy,1217618108.0,Start,58.8,SOUTHERN EUROPE
Josip Ferfolja,Italy,1144472397.0,Start,58.8,SOUTHERN EUROPE
Aldo Ferrabino,Italy,1244330314.0,Stub,58.8,SOUTHERN EUROPE
Bruno Ferrante,Italy,1194193117.0,Stub,58.8,SOUTHERN EUROPE
Carlo Filangieri,Italy,1229833190.0,C,58.8,SOUTHERN EUROPE
Vincenzo Filonardi,Italy,1248587117.0,Start,58.8,SOUTHERN EUROPE
Quirico Filopanti,Italy,1242089728.0,Start,58.8,SOUTHERN EUROPE
Vittorio Fossombroni,Italy,1250763804.0,Start,58.8,SOUTHERN EUROPE
Luigi Frari,Italy,1245788911.0,Start,58.8,SOUTHERN EUROPE
Pompeo Gabrielli,Italy,1240207871.0,Start,58.8,SOUTHERN EUROPE
Carlo Galli (political scientist),Italy,1223668374.0,Stub,58.8,SOUTHERN EUROPE
Stefano Bruno Galli,Italy,1201520405.0,Stub,58.8,SOUTHERN EUROPE
Ricciotti Garibaldi,Italy,1172266806.0,Start,58.8,SOUTHERN EUROPE
Federico Gattorno,Italy,1189681460.0,Start,58.8,SOUTHERN EUROPE
Michele Geraci,Italy,1227609480.0,C,58.8,SOUTHERN EUROPE
Gaetano Gifuni,Italy,1245420013.0,Start,58.8,SOUTHERN EUROPE
Carlo Ginori,Italy,901844540.0,Stub,58.8,SOUTHERN EUROPE
Raffaello Giovagnoli,Italy,1167879958.0,C,58.8,SOUTHERN EUROPE
Nerio Giovanazzi,Italy,1175182038.0,Stub,58.8,SOUTHERN EUROPE
Carlo Ignazio Giulio,Italy,1226028049.0,Stub,58.8,SOUTHERN EUROPE
Giuseppe di Stefano Paternó,Italy,1227449629.0,GA,58.8,SOUTHERN EUROPE
Giuseppe Giovanni Pietro Alberganti,Italy,1184074034.0,Start,58.8,SOUTHERN EUROPE
Osvaldo Gnocchi-Viani,Italy,1193589413.0,C,58.8,SOUTHERN EUROPE
Michele Gortani,Italy,1244408098.0,Start,58.8,SOUTHERN EUROPE
Giuseppe Govone,Italy,1240175269.0,C,58.8,SOUTHERN EUROPE
Filippo Antonio Gualterio (senator),Italy,1242469928.0,Start,58.8,SOUTHERN EUROPE
Francesco Domenico Guerrazzi,Italy,1238499858.0,C,58.8,SOUTHERN EUROPE
Guglielmo de' Pazzi,Italy,1238564711.0,Start,58.8,SOUTHERN EUROPE
Umberto Klinger,Italy,1162528236.0,C,58.8,SOUTHERN EUROPE
Luigi Porro Lambertenghi,Italy,1081453534.0,Start,58.8,SOUTHERN EUROPE
Enzo Lauretta,Italy,1232452723.0,Start,58.8,SOUTHERN EUROPE
Monaldo Leopardi,Italy,1237262288.0,C,58.8,SOUTHERN EUROPE
David Levi (Italy),Italy,1216755182.0,Start,58.8,SOUTHERN EUROPE
Giovanni Lilliu,Italy,1243423283.0,Start,58.8,SOUTHERN EUROPE
Alessandrina Lonardo,Italy,1212915131.0,Stub,58.8,SOUTHERN EUROPE
Andrea Maffei,Italy,1220326043.0,Start,58.8,SOUTHERN EUROPE
Mario Maiolo,Italy,1083730536.0,Stub,58.8,SOUTHERN EUROPE
Manfredo Manfredi,Italy,1240578936.0,Stub,58.8,SOUTHERN EUROPE
Elena Marinucci,Italy,1211172540.0,Start,58.8,SOUTHERN EUROPE
Filippo Mariotti,Italy,1249993799.0,Stub,58.8,SOUTHERN EUROPE
Manuel Marliani,Italy,1225503688.0,Stub,58.8,SOUTHERN EUROPE
Vincenzo Massilla,Italy,1185190847.0,Start,58.8,SOUTHERN EUROPE
Mauro D'Attis,Italy,1183619465.0,Start,58.8,SOUTHERN EUROPE
Francesco Melzi d'Eril,Italy,1233968174.0,Start,58.8,SOUTHERN EUROPE
Enrico Millo,Italy,1240175998.0,Start,58.8,SOUTHERN EUROPE
Rosanna Minozzi,Italy,1244868290.0,Stub,58.8,SOUTHERN EUROPE
Antonio Misiani,Italy,1237110647.0,C,58.8,SOUTHERN EUROPE
Giuseppe Montanelli,Italy,1238499736.0,Start,58.8,SOUTHERN EUROPE
Bonincontro Morigia,Italy,1179520102.0,Start,58.8,SOUTHERN EUROPE
Maria Celeste Nardini,Italy,1182873094.0,Stub,58.8,SOUTHERN EUROPE
Sarina Nathan,Italy,1219721377.0,C,58.8,SOUTHERN EUROPE
Diotisalvi Neroni,Italy,1241401796.0,Stub,58.8,SOUTHERN EUROPE
Ludovico Nogarola,Italy,1200149359.0,Start,58.8,SOUTHERN EUROPE
Vito Nunziante,Italy,1229548831.0,B,58.8,SOUTHERN EUROPE
Oldrado da Tresseno,Italy,1041518550.0,Stub,58.8,SOUTHERN EUROPE
Mario Oriani-Ambrosini,Italy,1218079952.0,C,58.8,SOUTHERN EUROPE
Ferdinando Palasciano,Italy,1217687661.0,Start,58.8,SOUTHERN EUROPE
Pietro Paleocapa,Italy,1196123355.0,Start,58.8,SOUTHERN EUROPE
Bartolomeo Panciatichi,Italy,1052735553.0,Start,58.8,SOUTHERN EUROPE
Maffeo Pantaleoni,Italy,1240551123.0,Start,58.8,SOUTHERN EUROPE
Renzo Patria,Italy,1109586417.0,Stub,58.8,SOUTHERN EUROPE
Renato de' Pazzi,Italy,1178270671.0,Start,58.8,SOUTHERN EUROPE
Bartolo Pellegrino,Italy,1233899759.0,Stub,58.8,SOUTHERN EUROPE
Giuseppe Perrucchetti,Italy,1224554137.0,Start,58.8,SOUTHERN EUROPE
Pandolfo Petrucci,Italy,1244701094.0,C,58.8,SOUTHERN EUROPE
Vittorio Pezzuto,Italy,1248530062.0,Start,58.8,SOUTHERN EUROPE
Augusto Pierantoni,Italy,1226945067.0,Start,58.8,SOUTHERN EUROPE
Giancarlo Pittelli,Italy,1225864190.0,Stub,58.8,SOUTHERN EUROPE
Luigi Pizzardi,Italy,1240419143.0,Stub,58.8,SOUTHERN EUROPE
Gennaro Placco,Italy,1211247566.0,Start,58.8,SOUTHERN EUROPE
Stefano Porcari,Italy,1197985031.0,Start,58.8,SOUTHERN EUROPE
Giovanni Puoti,Italy,1227318144.0,Start,58.8,SOUTHERN EUROPE
Renzo Rabellino,Italy,1132984121.0,Start,58.8,SOUTHERN EUROPE
Ercole Ricotti,Italy,1179348918.0,Stub,58.8,SOUTHERN EUROPE
Roberto di Ridolfo,Italy,1171276409.0,Start,58.8,SOUTHERN EUROPE
Italo Righi,Italy,1242868787.0,Stub,58.8,SOUTHERN EUROPE
Arnaldo Rivera,Italy,1116307213.0,C,58.8,SOUTHERN EUROPE
Carlo Romussi,Italy,1199074733.0,Start,58.8,SOUTHERN EUROPE
Francesco Saverio Salfi,Italy,1212517656.0,C,58.8,SOUTHERN EUROPE
Aurelio Saliceti,Italy,1225180530.0,Stub,58.8,SOUTHERN EUROPE
Coluccio Salutati,Italy,1208072184.0,C,58.8,SOUTHERN EUROPE
Riccardo Sarfatti,Italy,1249136575.0,Start,58.8,SOUTHERN EUROPE
Pandolfo Savelli,Italy,1185924627.0,Stub,58.8,SOUTHERN EUROPE
Bartolomeo Scala,Italy,1226044880.0,Stub,58.8,SOUTHERN EUROPE
Salvatore Senese,Italy,1211668442.0,Stub,58.8,SOUTHERN EUROPE
Piero Soderini,Italy,1241554138.0,Start,58.8,SOUTHERN EUROPE
Giorgio Sonnino,Italy,1114835603.0,Stub,58.8,SOUTHERN EUROPE
Domenico Spanò Bolani,Italy,1204370985.0,Stub,58.8,SOUTHERN EUROPE
Nicola Squitti,Italy,1241078027.0,Start,58.8,SOUTHERN EUROPE
Francesco Saverio Starrabba Barbera,Italy,1182568902.0,Start,58.8,SOUTHERN EUROPE
Dieter Steger,Italy,1230317226.0,Stub,58.8,SOUTHERN EUROPE
Filippo Strozzi the Elder,Italy,1178520734.0,Start,58.8,SOUTHERN EUROPE
Alberto Tarchiani,Italy,1238108211.0,Start,58.8,SOUTHERN EUROPE
Rinaldo Taverna,Italy,1231095587.0,Stub,58.8,SOUTHERN EUROPE
Carlo Tivaroni,Italy,1187024057.0,Start,58.8,SOUTHERN EUROPE
Massimo Tononi,Italy,1147948912.0,Start,58.8,SOUTHERN EUROPE
